Piece Title,Publisher/Library,Exclusive / Non Exclusive,Publishers Split,Writers Split,Master Owner,Genre,Description,Bpm,Key,Time Signature,Mode,Duration,Instruments,Keywords,Mood,Production Style,Sounds like,Overall Quality,Has TV Usage,Has Stock Music Sales,Usage: Syncs and Dates,Soundcloud Link,Data Complete,Notes,,,
Diskettamine,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Chiptune, Videogame","High energy, high speed retro chiptune style piece ",170,Db,4/4,Aeolian,3:12,"Elec. Drums, Synth, Synth bass","Video game, tron, chiptune, hard, fast, hyper, speedy, battle, boss","Intense, videogamey,",Video game,?,3,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1165537312%3Fsecret_token%3Ds-jqY79QkPjQ5&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/diskettamine/s-jqY79QkPjQ5"" title=""Diskettamine"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Diskettamine</a></div>",checked,From video game project System Protocol One,,,
Labyrinth,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Chiptune, Videogame","High energy, high speed retro chiptune style piece ",140,Em,4/4,Aeolian,3:48,"Elec. Drums, Synth, Synth bass","Video game, tron, chiptune, hard, fast, hyper, speedy, battle, boss","Moody, videogamey, sad",Video game,?,3,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1165538797%3Fsecret_token%3Ds-ljmcJCwtnck&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/labyrinth/s-ljmcJCwtnck"" title=""Labyrinth"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Labyrinth</a></div>",checked,From video game project System Protocol One,,,
Retrofunk,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Chiptune, Videogame",Funky retro chiptune piece with a dope bassline,112,Bm,4/4,Dorian,2:49,"Elec. Drums, Synth, Synth bass","Video game, tron, chiptune, hard, fast, hyper, speedy, battle, boss, funk, funky","Funky, driving, videogame",Video game,?,3,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1165544047%3Fsecret_token%3Ds-AGLCe9iVUZR&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/retrofunk/s-AGLCe9iVUZR"" title=""RetroFunk"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">RetroFunk</a></div>",checked,From video game project System Protocol One,,,
You Are Victorious,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Chiptune, Videogame","High energy and ecstatic, happy retro chiptune style piece",150,D,4/4,Ionian,2:03,"Elec. Drums, Synth, Synth bass","Video game, tron, chiptune, hard, fast, hyper, speedy, battle, boss, funk, funky","Ecstatic, uplifting, cheerful",Video game,?,3,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1165543237%3Fsecret_token%3Ds-TTD6QjRyRoq&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/you-are-victorious-1/s-TTD6QjRyRoq"" title=""You Are Victorious"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">You Are Victorious</a></div>",checked,From video game project System Protocol One,,,
Christmas Candy,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,Christmas,A sweet and comforting tune featuring celeste and strings,103,Eb,4/4,Ionian,0:59,"Strings, Celeste, Bells","christmas, xmas, christmas tree, christmas decor, handmade, love, merry christmas, santa, winter, christmas time, gift, christmas gifts, holidays, holiday, gifts, christmas is coming, navidad, christmas decorations, santa claus, snow, christmas gift, noel, art, christmas lights, family, Charlie Brown, candy, romance, christmas eve, Sleigh,","Cheerful, Happy, Sentimental, Nostalgic, Hopeful, Inspirational, Relaxing, Romantic, Whimsical","Holiday, Commercial, Special Occasion, Animation, Romance",?,3,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1165543522%3Fsecret_token%3Ds-u46qSUsv3Lo&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/christmas-candy-1/s-u46qSUsv3Lo"" title=""Christmas Candy"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Christmas Candy</a></div>",checked,,,,
Vivaldi Summer Presto,Atrium,Non-Exclusive - Contact Niko for licensing,Music from the Atrium 100%,"Nikolas Korolog, ASCAP 100%",Music from the Atrium,"Classical, Score",Sampled arrangement of Vivaldi's Summer,150,Am,3/4,Aeolian,2:41,"String Section, Violin, Viola, Cello, Bass","Classical, classy, cheerful, upbeat, nature, traditional, vivaldi, antonion","zippy, fast, cheerful, upbeat","commercial, epic",?,4,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1165543741%3Fsecret_token%3Ds-Ju9fdnb6Qwz&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/vivaldi-summer-presto-final/s-Ju9fdnb6Qwz"" title=""Vivaldi Summer Presto FINAL"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Vivaldi Summer Presto FINAL</a></div>",checked,,,,
Spider Dance,"Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,Comedy Quirky,"Videogamey, sneaky and dorky theme",78,Bm,2/4,Aeolian,0:58,"Orchestra, Flute, Horn, Strings, Marimba","Silly, sneaky, cute, strawberry shortcake, cheerful, puzzle, video game, puzzle game","Sneaky, quirky, silly, comedy, fun, funny","Video game, animation",?,2,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1165546024%3Fsecret_token%3Ds-T6ZljEaH71o&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/spider-dance-1/s-T6ZljEaH71o"" title=""Spider Dance"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Spider Dance</a></div>",checked,,,,
An Aberration,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,Comedy Quirky,Dorky and quirky underscore or commercial piece,120,Cm,4/4,Aeolian,1:14,"Bass Clarinet, Strings, Violin, Percussion, Marimba","Quirky, sneaky, silly, spooky, halloween, cute, funny, depressed, drug commercial, antidepressant, drug, commercial, insurance, cleaning products, advertisement, ad, bass clarinet, costume, fun, acoustic","quirky, creepy, fun, laid-back, fun, festive, mysterious, silly","special occasion, comedy, commercial",?,3,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1165544695%3Fsecret_token%3Ds-DtUxxIwG7vx&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/an-aberration-1/s-DtUxxIwG7vx"" title=""An Aberration"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">An Aberration</a></div>",checked,,,,
Herpy Derpy Halloween,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Comedy Quirky, Halloween","Brass driven, oom-pa quirky halloween track",55,Cm,4/4,Aeolian,1:20,"Tuba, Horns, Strings, Violin, Oboe","Halloween, dorky, silly, comedy / quirky, ghosts, goblins, pumpkin, omenous, joke, fun, funny","Spooky, Dorky, Halloween","Commercial, Reality",?,3,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1165545169%3Fsecret_token%3Ds-ajzMBMpcVZL&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/herpy-derpy-halloween-1/s-ajzMBMpcVZL"" title=""Herpy Derpy Halloween"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Herpy Derpy Halloween</a></div>",checked,,,,
Shopping Spree,"Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,Corporate,Generic piano-driven commercial / corporate tune,115,D,4/4,Ionian,1:45,"Piano, Drums, Celeste","Corporate, generic, piano, rock, shopping, boring, bland, everyday, ","Everyday, bland, content, happy","Commercial, Corporate",?,2,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1165545664%3Fsecret_token%3Ds-H033tdGnZzQ&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/shopping-spree-1/s-H033tdGnZzQ"" title=""Shopping Spree"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Shopping Spree</a></div>",checked,,,,
Keynote,"Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,Corporate,Piano driven generic corporate track,108,Eb,4/4,Mixolydian,1:06,"Piano, Horn, Strings","Corporate, keynote, introduction, presentation, speech, corporation, commercial, innovative, innovation","Inspiring, Inspirational, Uplifting",Corporate,?,2,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1165548547%3Fsecret_token%3Ds-zZK7KU0w2J8&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/keynote2/s-zZK7KU0w2J8"" title=""Keynote"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Keynote</a></div>",checked,,,,
Divine Mission,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Corporate, ","Corporate, TV commercial background music with a cello lead",101,Cm,4/4,Aeolian,2:27,"Strings, Orchestra, Piano, Cello, elec drums","Corporate, Innovative, Insprational, motoric, motion, inspiration, cello, melody, car, lexus, luxury, suv, luxurious, premium, commercial, ad, advertisement, medical, drug, medication, ","building, confident, cool, driving, energetic, epic, exciting, smooth, inspirational","broadcast/news, builds, talk show, commercial, drama",Car Commercial,3,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1165548886%3Fsecret_token%3Ds-pgcNdLPsfnv&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/divine-mission/s-pgcNdLPsfnv"" title=""Divine Mission"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Divine Mission</a></div>",checked,,,,
Entrance Japan Dreaming,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Drone, Ambient",This drone track features buddhist chant and spacious synthesizer drones,120,Fm,4/4,Aeolian,3:22,"Synth, Synth Bass, Male Vocals, Sound Effects","Dark, Contemplative, Calm, Creepy, Magical, Mysterious, Serious, Suspenseful, Thoughtful, Storm, Temple, Chant, Buddhist, Bells, Religious, Documentary, Nature, Buddhism, Sanctuary, Lost at sea","Dark, Contemplative, Calm, Creepy, Magical, Mysterious, Serious, Suspenseful, Thoughtful","Broadcast, News, Documentary, Crime",David Arkenstone,3,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1165564924%3Fsecret_token%3Ds-E1ZIkfI3ZYs&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/entrance-japan-dreaming/s-E1ZIkfI3ZYs"" title=""Entrance - Japan Dreaming"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Entrance - Japan Dreaming</a></div>",checked,,,,
Mountain Passage,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Drone, Ambient",A a deep and icy synth drone ambiance,108,B,4/4,Ionian,6:48,Synth Sound Effects,"Meditation, new age, drone, meditate, nature, documentary, windy, wind, reverb, throat singing, synth, ambient, ambiance","Meditative, Chill, Ominous, Dark, Relaxed","Drama, Romance, Documentary, Crime",?,4,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1165551433%3Fsecret_token%3Ds-ks3OQ8FeDkm&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/mountain-passage/s-ks3OQ8FeDkm"" title=""Mountain Passage"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Mountain Passage</a></div>",checked,,,,
Night Passage 1,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Drone, Ambient",A deep blue synth ambiance,88,Dm,4/4,Aeolian,4:27,"Synth, Synth bass, Sound Effects","Lonesome, Night, Dark, Spooky, Peaceful, Nature, Documentary, Lonely, Spacy, Sci-Fi, Ambient, Ambience, Return of the King, Lord of the rings","Melancholy, Chill, Dark, Meditative, Moody, Relaxed","Documentary, Drama, Romance, Horror, Crime",?,4,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1165561381%3Fsecret_token%3Ds-ukhXkRCwXwJ&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/night-passage-1/s-ukhXkRCwXwJ"" title=""Night Passage 1"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Night Passage 1</a></div>",checked,,,,
Night Passage 2,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Drone, Ambient",A dark and spacy synth drone ambiance,105,C#m,4/4,Aeolian,4:17,Synth Sound Effects,"Meditation, new age, drone, meditate, nature, documentary, well, darkness, demons, posessed, aliens, ambient, ambiance","Ominous, Meditative, Dark, Spooky","Drama, Romance, Documentary, Crime, Sci-Fi",?,4,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1165560595%3Fsecret_token%3Ds-H4MYTLAFAp1&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/night-passage-2/s-H4MYTLAFAp1"" title=""Night Passage 2"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Night Passage 2</a></div>",checked,,,,
Night Passage 3,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Drone, Ambient","A spacy and synth driven ambience with delayed plucks, evocative of a city at night.",123,Ebm,4/4,Aeolian,5:34,"Synthesizer, Sound Effects","meditation, new age, drone, meditate, nature, documentary, cityscape, darkness, streetlights, reverb, ethereal, sparkly, ambient, ambiance ","Meditative, Chill, Relaxed","Documentary, Romance, Romantic Comedy, Crime",?,4,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1165559899%3Fsecret_token%3Ds-FVI4t2f035M&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/night-passage-3/s-FVI4t2f035M"" title=""Night Passage 3"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Night Passage 3</a></div>",checked,,,,
Ritual,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Drone, Ambient",A meditative and relacing ambiance featuring pentatonic wind chimes,120,Ebm,4/4,Aeolian,3:50,"Wind Chimes, Synth, Synth Pad, Percussion","Meditation, New Age, Meditate, Meditating, Flute, Nature, Wilderness, Cold, Snow, Crystals, Chakras, Healing, Drone, Ambiance, Ambient","Meditative, Chill, Relaxed, Positive","Documentary, Romance, Drama, Crime",?,4,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1165560838%3Fsecret_token%3Ds-IHVVcWYFn0M&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/ritual/s-IHVVcWYFn0M"" title=""Ritual"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Ritual</a></div>",checked,,,,
Sky Passage 2,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 50%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Drone, Ambient","A spacy, ethereal, sound design infused synth drone piece",106,C,4/4,Ionian,6:38,"Synthesizer, Sound Effects","meditation, new age, drone, meditate, nature, documentary, desert, jungle, island, ambiance, ambient, birds, crows,","Meditative, eerie, positive, dark","Sci-fi, Documentary, Crime,Drama",?,4,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1165556026%3Fsecret_token%3Ds-kHsRX8Jbzmq&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/sky-passage-2-2/s-kHsRX8Jbzmq"" title=""Sky Passage 2 2"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Sky Passage 2 2</a></div>",checked,,,,
