Piece Title,Publisher/Library,Exclusive / Non Exclusive,Publishers Split,Writers Split,Master Owner,Genre,Description,Bpm,Key,Time Signature,Mode,Duration,Instruments,Keywords,Mood,Production Style,Sounds like,Overall Quality,Has TV Usage,Has Stock Music Sales,Usage: Syncs and Dates,Soundcloud Link,Data Complete,Notes
Skellig,"Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Light, World, Celtic",Romantic and majestic cello driven score with Irish harmony and instruments.,61,F,4/4,Dorian,2:13,"Orchestra, Bagpipes, Strings, Horn","Irish, Documentary, Romantic, Romance, Majestic, Sweeping, Grandeur, Lonely, Isolated, Epic, Grand","Grand, Epic, Magical, Romantic",Documentary,?,5,,,-,,checked,
Birds,"Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Light, World, Celtic",Harp and Cello Romantic Scor,74,G,4/4,Lydian,1:56,"Harp, Orchestra, Strings, Cello","Irish, Documentary, Romantic, Romance, Industrious, Active, Uplifting, Pastoral, Sweet, ","Cheerful, Industrious, Uplifting",Documentary,?,4,,,-,,checked,
A Grand Conclusion,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Score, Orchestral","A dramatic, moody, orchestral piece with two sections, an introduction section and a thematic section",115,Bbm,4/4,Aeolian,1:19,"Orchestra, clarinet","Drama, Moody, Unresolved, Melodic, Dramatic, Medieval, Game of Thrones, ","Epic, Melancholy, Unhappy, Tortured, Uncertain, Unresolved","Drama, Medieval, Action, Main Theme, Crime",Game of Thrones,4,,,-,,checked,From Dana Halley - Deepwater film
Alone on the Sand,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Score, Orchestral",A lonely string-driven melodic underscore type piece with elements of uncertainty and tenstion,115,Bbm,4/4,Aeolian,2:29,"Orchestra, clarinet","Lonely, Uncertain, Dark, Waiting, Creepy, Spooky, ","Lonely, Uncertain, Curious, Moody, Melancholy ","Drama, Crime, Medieval, ",Game of Thrones,4,,,-,,checked,From Dana Halley - Deepwater film
An Unresolved Conclusion,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Score, Orchestral","A Deep, lonely, spooky piece, for the end of a crime drama",115,Bbm,4/4,Aeolian,1:22,"Orchestra, Piano, Percussion","Godfather, Horror, Dark, Revelation, Evil,","Creepy, Spooky, Evil, Depressing","Horror, Crime, Drama","Clint Mansell, Requiem for a Dream",4,,,-,,checked,From Dana Halley - Deepwater film
Deep Melancholy,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Score, Orchestral",A Cello and Piano duet expressing deep lonely regret or melancholy.,115,Bbm,4/4,Aeolian,1:48,"Piano, Cello, Strings, orchestra","Serenade, Cello Solo, Breakup, Death, Sadness, Memories, Lonely","Sad, Regretful, Melancholy, Deep, Blue, Lonely","Drama, Romance",?,4,,,-,,checked,From Dana Halley - Deepwater film
Lonesome Shore,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Score, Orchestral",A String and Wind ambient track inspired by a gray morning on the coast.,115,Bbm,4/4,Aeolian,1:06,"Strings, Oboe, Clarinet, Orchestra","Fog, Shoreline, Ships Sailing by, Shadows, Gray, Lighthouse","Contemplative, Ambient, Spooky, Lonely, Curious,","Horror, Drama, Romance",?,4,,,-,,checked,From Dana Halley - Deepwater film
Platinum Flow,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 85% Lexi Scatena 15% unofficial",Nikolas Korolog,"Score, Orchestral",Moody and epic piano-driven orchestral score with some lush verdent swells,72,Cm,6/8,Aeolian,2:44,"Orchestra, Piano, Electronics","landscape, main title, cinematic, epic, orchestral, anticipation, waiting, motion, exploration","epic, romantic, exciting","documentary, drama, commercial",?,5,,,-,,checked,
Resolution and Wisdom,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Orchestral","A slow and melancholic, melodic piece, featuring strings and clarinet",42,Ebm,4/4,Aeolian,2:03,"Strings, Orchestra, clarinet","Tragic, tragedy, sad, sadness, lonely, reflective, remorseful, regret, remorse, regret, heartbreak, poignant, romantic, romance, slow, breakup, death, acoustic,","calm, contemplative, sad, dramatic, melancholy, loss, moody, pensive, thoughtful","Romance, crime, drama, teen, fantasy",?,3,,,-,,checked,
"Set Sail, Lover","Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Orchestral",A reflective and meditative piece featuring string swells and native american flute,100,E,4/4,Ionian,2:08,"Celeste, Strings, orchestra, horns","heart-wrenching, poignant, gray, misty, haunting, hopeful, hope, slow, largo, score, drama, dramatic, death, heartbreak, heartbroken, romance, romantic, moment, reality tv, acoustic","dramatic, lonely, heartbroken, emotional, sad, melancholy, contemplative, dark","Romance, drama, teen",?,3,,,-,,checked,
Turbulence of Self,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Orchestral","Dramatic string and percussion fight / chase underscore with dramatic hits and a foreboding, quiet ending",114,Ebm,4/4,Aeolian,2:16,"Strings, Orchestra, Horn, Violin","Drama, Action, Fight, Chinese, Japanese, kung fu, ninja, crouching tiger hidden dragon, sword, katana, scrapping, chase scene, chase, long, throwing star, kimono, karate, chaos, chaotic, atonal, harsh, acoustic, epic, tension, waiting, wait, ","dangerous, aggressive, gloomy, mysterious, ominous, sad, dramatic, dark, epic","action, fight/chase, video game, animation, drama",?,4,,,-,,checked,
Bird of Paradise,"Pond5, Music",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Orchestral","Romantic and heart-wrenching, sweet piece",50,Db,3/4,Ionian,2:20,"Orchestra, Horn, Clarinet, Strings, Flute, ","cinematic, cartoon, general midi, old, retro, romance, romantic, heart-wrenching","moody, uplifting","Romance, Animation",a dumb dumb,1,,,-,,checked,"Bad, old instruments"
Princess,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Orchestral","a very long, magical, and cute score type piece",120,D,4/4,Ionian,8:31,"Strings, orchestra, flute, clarinet, marimba, piano","sleepy, cute, energetic, childish, magical, the little prince, magic, peter pan, cartoon, comic, animation, animated, relaxing, dreamy, dreaming, teddy bear, toys, toy, morning, waking up, wake up, sweet, christmas","cheerful, contemplative, dreamy, magical, hopeful, pleasant, positive, calm, whimsical, youthful, wonder, thoughtful","romance, drama, teen, special occasion, fantasy",?,3,,,-,,checked,
A Green Adventure,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Orchestral",An adventurous march evocative of Pokemon,120,Ab,6/8,Ionian,1:24,"Orchestra, Strings, Violin, Horn, Percussion, Bass Drum","Pokemon, Adventure, march, journey, traveling, excitement, digimon, anime, animation, cartoon, beginning, pokemon battle, video game, gamer, gaming, game boy, nintendo, japanese, dorky, young, childish, andante, walking speed, acoustic, epic","adventurous, cheerful, confident, determined, epic, excited, fun, victorious","Reality TV, video game, comedy, animation, children, fantasy, heroic, teen",?,3,,,-,,checked,
Tragedy in a Bright new Era,"Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Orchestral","Lonesome, bassoon-lead, sad orchestral score",47,Bbm,3/4,Aeolian,1:05,"Strings, Bassoon, Clarinet, Oboe","Lonely, Lonesome, Depressing, Tragic, tragedy, sad, death, heartbreak","Moody, Sad, Melancholy","Romance, Drama",?,3,,,-,,checked,
Pastoral Sweets,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Orchestral","Sweet, cheerful, melodic score with a dramatic ending",76,A,4/4,Lydian,0:49,"Strings, Oboe, Celeste, Clarinet, Flute","Sweet, nostalgic, motion, childhood, adventure, outdoors, magic, magical, wholesome, bonding, friendship, forest, woods, cartoon, animation, excitement, ","nostalgic, content, chill, cheerful, happy, hopeful, peaceful, pleasant, uplifting, relaxed, sweet, whimsical, magical","animation, children, video game, romance",?,4,,,-,,checked,
Folk Melody,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Orchestral","Slow, romantic wedding-type theme featuring piano and orchestra",96,G#m,4/4,Ionian,1:32,"Piano, Orchestra, Strings, Flute","Wedding, Romantic, Slow, melody, melodic, sweet, folk, folk song, pastorale, pastoral, romance, nostalgic, reminiscent, marriage, pachelbel, cartoon, sweetness, home, home sweet home, frontier, main theme, theme, melodic, melody, ","uplifting, calm, romantic, hopeful, thoughtful, sentimental","romance, romantic comedy",?,2,,,-,,checked,
Enter the Toy Factory,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Orchestral, Christmas",A cheerful and joyous christmas overture type piece featuring a high energy intro and ending,135,Bb,3/4,Ionian,1:33,"Orchestra, Strings, Percussion, Horn, Violins, Sleighbells, Celeste","christmas, xmas, christmas tree, christmas decor, handmade, love, merry christmas, santa, winter, christmas time, gift, christmas gifts, holidays, holiday, gifts, christmas is coming, navidad, christmas decorations, santa claus, snow, christmas gift, noel, art, christmas lights, family, Charlie Brown","Cheerful, Happy, Festive, Joyful, Playful, Fun, Nostalgic","Holiday, Commercial, Special Occasion, Animation, Romance",?,5,,,-,,checked,
Wreaths and Candles,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Orchestral, Christmas",A magical and uplifting christmas overture type piece,97.5,D,4/4,Ionian,1:11,"Orchestra, Strings, Percussion, Horn, Tubular Bells, Sleighbells, Celeste, Flute, Oboe, Trumpet","christmas, xmas, christmas tree, christmas decor, handmade, love, merry christmas, santa, winter, christmas time, gift, christmas gifts, holidays, holiday, gifts, christmas is coming, navidad, christmas decorations, santa claus, snow, christmas gift, noel, art, christmas lights, family, Charlie Brown, Church, church service, sleighride, sledding, snowflakes, powder, ice skating","Cheerful, Happy, Sentimental, Hopeful, Nostalgic, Romantic","Holiday, Commercial, Special Occasion, Animation, Romance",?,5,,,-,,checked,
Deck the Afterburners,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Orchestral, Christmas","A high energy, fast arrangement of Deck the Halls",145,A,4/4,Ionian,1:11,"Orchestra, Strings, Percussion, Horn, Tubular Bells, Sleighbells","christmas, xmas, christmas tree, christmas decor, handmade, love, merry christmas, santa, winter, christmas time, gift, christmas gifts, holidays, holiday, gifts, christmas is coming, navidad, christmas decorations, santa claus, snow, christmas gift, noel, art, christmas lights, family, Charlie Brown, speedy, quick, manic, mania, light speed, rocket, fast, ","Cheerful, Happy Cute, Festive, Joyful, Energetic, Excited, Fun, Playful","Holiday, Commercial, Special Occasion, Animation, Romance",?,5,,,-,,checked,
A Big Bouncy Christmas,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Orchestral, Christmas","A cheerful, upbeat, and quirky christmas piece featuring plucked strings and marimba",190,G,4/4,Ionian,1:23,"Orchestra, Violins, Marimba , Celeste, Perc, Sleighbells","christmas, xmas, christmastree, christmasdecor, handmade, love, merry christmas, santa, winter, christmas time, gift, christmas gifts, holidays, holiday, gifts, christmas is coming, navidad, christmas decorations, santa claus, snow, christmas gift, noel, art, christmas lights, family, Christmas, Shopping, Black Friday, Presents, Gifts, Christmas Tree, Candles, Feast, Mall, Charlie Brown","Cheerful, Happy, Cute, Festive, Joyful, Playful, Silly, Fun","Holiday, Commercial, Special Occasion, Animation, Romatic Comedy",?,5,checked,,-,,checked,
Action Christmas,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Orchestral, Christmas","A quirky, sneaky, spy-type christmas tune.",140,C,4/4,Aeolian,1:22,"Orchestra, Violins, String Section, Celeste, Synth Bass, Elec. Percussion, Drum Set, Elec .Drum set","christmas, xmas, christmastree, christmasdecor, handmade, love, merry christmas, santa, winter, christmas time, gift, christmas gifts, holidays, holiday, gifts, christmas is coming, navidad, christmas decorations, santa claus, snow, christmas gift, noel, art, christmas lights, family, Christmas, Shopping, Black Friday, Presents, Gifts, Christmas Tree, Candles, Feast, Mall, Mega Tree, Tree Lighting, Reveal, Big Moment, Spy, Mission, Mission Impossible, Sneaky, Quirky, Sneak, Agent, ","Cheerful, Festive, Joyful, Energetic, Excited, Fun, Playful, Intense, Sneaky","Special Occasion, Holiday, Comedy, Animation",?,3,,,-,,checked,
Tree Lighting,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Orchestral, Christmas","A short, cheerful christmas themed 'reveal' type build.",160,D,4/4,Ionian,0:36,"Orchestra, Violins, String Section, Horns, Celeste, Flute","christmas, xmas, christmastree, christmasdecor, handmade, love, merry christmas, santa, winter, christmas time, gift, christmas gifts, holidays, holiday, gifts, christmas is coming, navidad, christmas decorations, santa claus, snow, christmas gift, noel, art, christmas lights, family, Christmas, Shopping, Black Friday, Presents, Gifts, Christmas Tree, Candles, Feast, Mall, Mega Tree, Tree Lighting, Reveal, Big Moment, ","Cheerful, Happy, Cute, Festive, Joyful, Energetic, Excited, Fun, Playful","Special Occasion, Holiday, Romance, Romantic Comedy",?,5,,,-,,checked,
Sled Run,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Orchestral, Christmas",A short and exciting little christmas build,160,B,4/4,Ionian,0:45,"Orchestra, Violins, String Section, Horns, Celeste, Flute","christmas, xmas, christmastree, christmasdecor, handmade, love, merry christmas, santa, winter, christmas time, gift, christmas gifts, holidays, holiday, gifts, christmas is coming, navidad, christmas decorations, santa claus, snow, christmas gift, noel, art, christmas lights, family, Christmas, Shopping, Black Friday, Presents, Gifts, Christmas Tree, Candles, Feast, Mall, Mega Tree, Tree Lighting, Reveal, Big Moment, ","Cheerful, Happy, Cute, Festive, Joyful, Energetic, Excited, Fun, Playful","Special Occasion, Holiday, Romance, Romantic Comedy",?,5,,,-,,checked,
The Ripple Effect,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Piano",Eerie and dramatic piano solo,75,Bm,6/8,Aeolian,1:39,Piano,"Spooky, Eerie, horror, crime, romantic, traveling, smoke, fog, overcast","moody, spooky, eerie",drama,?,2,,,-,,checked,
Moodflower Nocturne,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Piano",Solo piano nocturne type piece,80,Bb,3/4,Dorian,2:09,Piano,"Classical, Nocturne, Chopin, Ravel, Live, Real Piano, ","Moody, Eerie, Dramatic, Romantic","Romance, Drama",?,5,,,-,,checked,Live Piano on this one!
A Capital Idea,Atrium,Exclusive - Contact Atrium Music for licensing,Music from the Atrium 100%,Nikolas Korolog 100%,Music from the Atrium,"Score, Quirky","A quirky, funny, sneaky orchestral tune",107,Bm,3/4,Dorian,1:27,"Orchestra, Celeste, Clarinet, Bass Clarinet","Sneaky, Quirky, Funny, Odd, ","Funny, Silly, Sneaky",Commercial,?,4,,,-,,checked,
Wicked Gambit,Atrium,Exclusive - Contact Atrium Music for licensing,Music from the Atrium 100%,"Nikolas Korolog, ASCAP 100%",Music from the Atrium,"Score, Tension",Orchestral Dramatic Tension build ,85,Dm,4/4,Aeolian,1:52,"Orchestra, Strings, Synth Bass","Dark, dramatic, tense, reality tv, tension, action, drama, dramatic","Intense, Dramatic, Angry","Reality, Action",?,4,,,-,,checked,
Silicon Heart,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Tension","Intense drama underscore build for crime, chase, or superhero",115,Ebm,4/4,Aeolian,2:18,"synth, strings, orchestra, percussion","Trailer, cinematic, marvel, sci-fi, crime, heist, chase, chase scene, dc comics, jason bourne, bourne, spy, motorcycle, car chase, 007, james bond, science fiction, criminal","dark, determined, dramatic, brooding, intense, ominous, tense, suspenseful, dangerous, active, driving, tense","action, drama, trailer, chase/fight, crime",?,3,checked,,-,,checked,
Cyclotron,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Tension","A fast-paced chase sequence featuring Tubulum and percussion, perfect for a motorcycle chase or getaway",110,Ebm,4/4,Aeolian,2:25,"Percussion, Synthesizer, Tubulum","Chase, Running, Tesion, Excited, Getaway, Car chase, Escaping the Scene, Bank Robbery, Motorcycle","Excited, Anxious, Intense, Running, Fearful,","Action, Crime, Cyberpunk",?,3,,,-,,checked,
Arierre,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Tension","A spooky, intense, and dark piece featuring string stabs and detuned cello.",83,Em,4/4,Aeolian,2:24,"Cello, Strings, Woodblock","Tell-Tale Heart, Evil, Murder, Robbery, Escape, Serial Killer","Scary, Intense, Evil, Brooding, Dark, ","Crime, Horror",?,2,,,-,,checked,
Trivium,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Tension",Dark and dramatic synth tension track,115,Cm,4/4,Aeolian,1:21,"Synth, Synth Pad, Synth Bass, Synth Plucks, Strings,","Temptation Island, build, buildup, tension, tense, breakup, fight, voting, judgement, judging, dark, forensic, forensics, ambient, ambiant, ambience, ambiance csi, crime scene, action, puzzle, clue, scifi, drama, mood, texture, deep, halloween, ","Dark, tense, tension, moody, suspenseful, builds, buildup, waiting, wait, reveal, eerie, spooky, moody, anxious, brooding, dramatic, intense, conflicted, judging, ominous, spooky,","Reality, romance, teen, unscripted, crime, elimination, game show, reveal, sci-fi",?,4,,,-,,checked,
Quadrivium,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Tension",Dark and dramatic synth tension track,108,Fm,4/4,Aeolian,2:57,"Synth, Synth Pad, Synth Bass, Synth Plucks, Elec piano","Temptation Island, build, buildup, tension, tense, breakup, fight, voting, judgement, judging, dark, forensic, forensics, ambient, ambiant, ambience, ambiance csi, crime scene, action, puzzle, clue, scifi , run, running, escape","Dark, tense, tension, moody, suspenseful, builds, buildup, waiting, wait, reveal, eerie, spooky, moody, anxious, brooding, dramatic, intense, conflicted, judging, ominous, spooky, stormy,","Reality, romance, teen, unscripted, crime, elimination, game show, reveal, sci-fi",?,4,,,-,,checked,
I Got a Parking Ticket my Life is Over,"Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Tension",Overly dramatic tension score,70,Gm,4/4,Aeolian,2:39,"Synth, Synth Bass, Strings, Synth Pluck, Drums, Percussion","Dark, Tension, Lurching, intense, drama, dramatic, intensity, Requiem, Dream","Herpy Derpy, Evil, Dark, Dramatic","Drama, Reality",?,1,,,-,,checked,
Snakes Spiral,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Score, Underscore",An ostinato based string drama / tension track with electronic elements,133,Gm,4/4,Aeolian,4:34,"Strings, String Section, Synth Lead, Elec. Drums","Dark, dangerous, moody, tragedy, breakup, fight, drama, death, anxiety, anxious, intense, intensity, key moment, requiem for a dream, ","Dark, Fearful, Tragic, Tense, Melancholy, Angry, Sad, Intense, Omenous","Romance, Drama, Horror, Builds","Clint Mansell, Requiem for a Dream",4,,,-,,checked,
Prisoner of Love - Passion,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Score, Underscore",A very sad and slow piano solo with a synth bass tension build at the end.,65,Gm,4/4,Aeolian,1:32,"Piano, Synth Bass","Drama, sad, breakup, lonely, depressed, temptation, expectation, suspense, fight, quarrel, lovers, love, introspective","sad, depressed, lonely, introspective, melancholy","drama, romance, romantic comedy, teen",?,3,,,-,,checked,
Prisoner of Love - Obsession,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Score, Underscore","A dramatic tension track featuring strings, percussion, and hang drum for a tropical vibe.",130,Gm,4/4,Aeolian,1:52,"Strings, Orchestra, Hang Drum, Percussion","Drama, Tension, Drums, Percussion, Breakup, fight, lovers, quarrel, suspense, lover, temptation, epic, hang drum, beach, island, tropical, summer, love","confident, energetic, driving, epic, exciting, tense, dark, dramatic","action, builds, romance, drama, teen",?,3,,,-,,checked,
Ruminations,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Score, Underscore",Dark and melacholy piano-and-string underscore,55,Em,4/4,Aeolian,2:28,"Piano, Strings","rain, gloomy, depressing, anticipation, verdict, courtroom, underscore, crying, tears, orphan","gloomy, melancholy, depressing, dark, sad","drama, documentary, procedural",?,3,,,-,,checked,
Omen,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Underscore","Melancholic string underscore featuring a horn lead, with an uplifting ending",76,Dm,4/4,Aeolian,1:05,"Strings, orchestra, horn","Fanfare, melancholic, royal, royalty, king, queen, game of thrones, reality tv, medieval, castle, lord of the rings, uplifting, moody, mmo, rts, rpg, gamer, gaming, title, game show,","brooding, emotional, epic, dark, building, confident, dramatic, uplifting","animation, broadcast/news, drama, game show, medieval, video game",?,3,,,-,,checked,
Shanghai Lights,Atrium,Exclusive - Contact Atrium Music for licensing,Music from the Atrium 100%,"Nikolas Korolog, ASCAP 100%",Music from the Atrium,"Score, Upbeat",Upbeat and uplifting melodic hybrid score,110,F#,4/4,Aeolian,4:23,"Orchestra, Synth Bass, Horns, String","Uplifting, Euphoric, Happy","Dramatic, uplfiting, cheerful, heroic","Animation, Medieval",?,4,,,-,,checked,
Battle Ships,"Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Video Game, Orchestral",Melodic and adventurous heroic theme,75,D,Varies,Mixolydian,1:45,"Orchestra, Flute, Horns, Strings, Clarinet, Oboe","Adventure, adventurous, pirates, pokemon, action, comics, cartoons","Adventurous, exciting, anticipatory, ","video game, animation",?,3,,,-,,checked,
Adventure Begins,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Video Game, Orchestral","Industrious, ambitious, and exciting orchestral score.",150,D,Varies,Mixolydian,2:20,"Orchestra, Strings, Violin, Horn, Percussion, Bass Drum","Pokemon, Adventure, journey, traveling, excitement, digimon, anime, animation, cartoon, beginning, pokemon battle, video game, gamer, gaming, game boy, nintendo, battle, ship, sailing, gaming, acoustic, epic","adventurous, cheerful, confident, determined, epic, excited, fun, victorious","video game, comedy, home improvement, animation, children, fantasy, heroic, teen",?,3,,,-,,checked,
Timeline Drift,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Videogame","Synthy, sci-fi intro stinger with quarter-tone drift",143,Am,4/4,Aeolian,0:21,"Strings, synth, synth bass","sci-fi, science fiction, planet, space, aliens, introduction, intro, stinger, bumper, game, video game, videogame, gamey, gamer, space ship, ufo, flying saucer, jungle, volcano, eerie, weird, out of tune, detuned, quarter tone, time travel, dimension","dark, epic, ominous, suspenseful, tense, eerie, brooding, mysterious, ominous ","sci-fi, horror/thriller, video game",?,5,,,-,,checked,From Gearbox Software Pitch
Satellite Fragger,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Videogame","Synthy, explosive sci-fi intro stinger",155,Gm,4/4,Phrygian,0:24,"Synthesizer, orchestra, percussion, strings","Aliens, space, sci-fi, science fiction, phrygian, terror, stinger, intro, introduction, helicopter, dramatic, shock horror, supervillain, superhero, marvel, dc comics, comic, action, weapon, laser, attack, space ship, space craft, ufo, flying saucer, game, gaming, video game, spy, 007, james bond","aggressive, dark, epic, ominous, suspenseful, tense, strong","sci-fi, horror/thriller, video game, action",Marvel,5,,,-,,checked,From Gearbox Software Pitch
Bubble Universe,"Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Videogame",Tropical alien sci-fi intro stinger,80,Eb,4/4,Aeolian,0:18,"Synth, Synth Bass, Hang Drum, ","Aliens, space, sci-fi, science fiction, phrygian, terror, stinger, intro, introduction, helicopter, dramatic, shock horror, supervillain, superhero, marvel, dc comics, comic, action, weapon, laser, attack, space ship, space craft, ufo, flying saucer, game, gaming, video game, spy, 007, james bond","tropical, alien, sci-fi, scifi, weird, planet, space ship, island, beach","sci-fi, horror/thriller, video game",?,5,,,-,,checked,From Gearbox Software Pitch
